SIDO_NM,CCG_NM,segment,rule_segment,cluster,생활밀착지수,한식지향지수,양식지향지수,건당평균결제금액,월별변동계수CV,총소비금액,총건수,low_sample
경기도,시흥시,로컬미식형,생활밀착형,2,37.603607768551115,19.301435464494435,4.808619375695935,18365.833933328897,0.051633670914566526,36425840000,1983348,False
경기도,안산시 단원구,로컬미식형,생활밀착형,2,30.71207268916092,14.907060267806797,12.288279695911895,17176.32621887561,0.05454949101527839,34138790000,1987549,False
경기도,안산시 상록구,로컬미식형,생활밀착형,2,34.56735352468307,20.33931193960631,7.883515407605895,15189.900665086505,0.04159382961613801,12419840000,817638,False
경기도,안성시,생활밀착형,생활밀착형,0,43.672772601466264,17.144028226743572,7.698802053622361,16846.002388928355,0.06417026442113989,11832750000,702407,False
경기도,안양시 동안구,로컬미식형,생활밀착형,2,7.940091847921927,29.29396701754924,12.317818343517361,16938.25076293747,0.04657608669405468,2608660000,154010,False
경기도,안양시 만안구,로컬미식형,생활밀착형,2,20.406191134678416,26.557855424048082,8.91105279777006,14724.893280157125,0.027880379040521597,3673640000,249485,False
경기도,양주시,생활밀착형,생활밀착형,0,49.59427311734548,14.869504059086191,7.780324108991054,18872.060281170365,0.05128290026664992,5502470000,291567,False
경기도,양평군,로컬미식형,로컬미식형,2,-2.962162844054781,39.618238155685034,8.864412258639312,19729.490091155152,0.10240097284517018,1268330000,64286,False
경기도,여주시,생활밀착형,생활밀착형,0,58.557045836164065,12.774959044422884,5.583591412166476,25098.572593568402,0.11019000202614358,4401110000,175353,False
경기도,연천군,생활밀착형,생활밀착형,0,38.73536546777766,23.317688007594136,5.5690328024469995,18665.22295501526,0.1644261310253102,379240000,20318,True
경기도,오산시,로컬미식형,생활밀착형,2,29.601600893316167,22.22931027811099,6.314020530793426,17276.686372448832,0.055945916823245435,9044950000,523535,False
경기도,용인시 기흥구,로컬미식형,생활밀착형,2,6.917416934096778,31.14642163891571,11.351716917514477,14794.573923082473,0.066968935013509,3075570000,207885,False
경기도,용인시 수지구,로컬미식형,로컬미식형,2,-3.7016156028118914,32.08712861983709,14.12228310341385,15660.247213331862,0.1028163380386673,1702770000,108732,False
경기도,용인시 처인구,생활밀착형,생활밀착형,0,20.038499655756894,26.860996792209917,8.894748054177382,15659.928541383628,0.0857006903569095,6477980000,413666,False
경기도,의왕시,로컬미식형,로컬미식형,2,-10.997208996880644,40.17402725332458,10.758824495156789,17266.305333817127,0.07472262674608408,1522750000,88192,False
경기도,의정부시,프리미엄외식형,생활밀착형,1,11.795709189569415,27.13694752884825,13.790048401413522,13982.422739439242,0.05218702972668893,5970900000,427029,False
경기도,이천시,생활밀착형,생활밀착형,0,30.283104417787097,22.199079920994116,9.405344077250197,16069.962270679594,0.05647582792606815,7245030000,450843,False
경기도,파주시,생활밀착형,생활밀착형,0,40.42541613246584,16.989001086178114,10.176335248112249,18907.82103361279,0.060983801016927054,9188180000,485946,False
경기도,평택시,생활밀착형,생활밀착형,0,30.251920371656606,20.351035841405192,10.57674269358498,15871.59434612164,0.058222972746074964,19882870000,1252733,False
경기도,포천시,생활밀착형,생활밀착형,0,45.283013241083154,16.40597041631874,8.406149349874747,17942.24898803297,0.06588222479339077,6706400000,373777,False
경기도,하남시,로컬미식형,생활밀착형,2,25.242781968239726,24.733072247302683,9.35579047067144,20688.328262775227,0.05855016966224376,3209670000,155144,False
경기도,화성시 동탄구,로컬미식형,생활밀착형,2,0.8426302010944653,25.968443893109182,18.652372516398305,15618.503926803349,0.042628344459299285,2410310000,154324,False
경기도,화성시 만세구,생활밀착형,생활밀착형,0,46.67520177496422,14.648952264358591,9.267252847473527,17488.316741863935,0.0655201869307019,28376910000,1622621,False
경기도,화성시 병점구,로컬미식형,생활밀착형,2,29.763309300123808,23.336974728716044,8.409681256524168,16882.653813996953,0.039465038227735984,2059650000,121998,False
경기도,화성시 효행구,생활밀착형,생활밀착형,0,44.08867328458777,19.27823692951562,5.87220933348854,16092.46827474744,0.0697969983496124,3694010000,229549,False
경상남도,거제시,생활밀착형,생활밀착형,0,44.08956766760592,17.25416965392289,8.6961112871045,16342.299008005348,0.07198171476279941,8996550000,550507,False
경상남도,거창군,생활밀착형,생활밀착형,0,26.859026251879264,27.728306541767857,6.013646351335724,16738.828843361833,0.13051765874890328,518820000,30995,False
경상남도,고성군,생활밀착형,생활밀착형,0,55.4381636812185,15.245897243376596,4.829454038399657,19515.92223356098,0.12329105854324783,745840000,38217,False
경상남도,김해시,생활밀착형,생활밀착형,0,35.28345778231191,14.641488107754219,15.17068093943999,16492.60360531849,0.04885969464817441,15075790000,914094,False
경상남도,남해군,로컬미식형,생활밀착형,2,0.6968159143763657,35.20822346523269,11.03493589466495,25416.172269830808,0.21456900252734643,1156690000,45510,False
경상남도,밀양시,생활밀착형,생활밀착형,0,46.1530545587959,17.39089583090979,6.977118772986371,19320.54529265826,0.06015228882588475,2235020000,115681,False
경상남도,사천시,생활밀착형,생활밀착형,0,37.642297504105585,22.25815144165993,6.895867970287213,20800.689538474555,0.037435922099236255,1966830000,94556,False
경상남도,산청군,생활밀착형,생활밀착형,0,25.261783987422497,29.960547002462107,5.689537539675476,19775.32703701531,0.19004407953978186,337110000,17047,True
경상남도,양산시,생활밀착형,생활밀착형,0,48.72532252214539,15.137861282863282,7.544272875453911,16510.191812466863,0.04613968725237809,6975490000,422496,False
경상남도,의령군,생활밀착형,생활밀착형,0,37.96501837109615,22.644289650949172,5.710349050826699,21188.014434578112,0.10467199717020281,522560000,24663,False
경상남도,진주시,생활밀착형,생활밀착형,0,24.395802607440004,22.26627337523189,12.438783742812069,17888.71320622897,0.05491730997773044,3891940000,217564,False
경상남도,창녕군,생활밀착형,생활밀착형,0,57.3313281221858,12.248297971975072,6.821620258636216,18275.5385856059,0.13872594917836717,2220880000,121522,False
경상남도,창원시 마산합포구,로컬미식형,생활밀착형,2,5.482179348479384,32.68308991465321,10.758128981848781,18335.27333337925,0.09538244791968595,2662080000,145189,False
경상남도,창원시 마산회원구,프리미엄외식형,생활밀착형,1,29.321264160529314,23.40341365228217,8.495735843348964,14898.939120787685,0.030123784025286187,2578470000,173064,False
경상남도,창원시 성산구,생활밀착형,생활밀착형,0,22.306736924105792,24.060478230727586,11.506002993535237,17478.986919009185,0.05159261791290675,4082130000,233545,False
경상남도,창원시 의창구,로컬미식형,생활밀착형,2,22.922582636987578,27.88029299108067,6.51766054968058,18024.950313407735,0.05750819311492736,2947530000,163525,False
경상남도,창원시 진해구,생활밀착형,생활밀착형,0,32.06420263238445,23.976316192225283,6.696701867156413,16716.769216993078,0.02179465116936315,5227200000,312692,False
경상남도,통영시,생활밀착형,생활밀착형,0,52.04535575923651,16.970235283001042,4.863649248795237,22979.146581898087,0.05780280816130653,2645750000,115137,False
경상남도,하동군,로컬미식형,생활밀착형,2,1.4807132774464833,38.593610462938955,6.755394232708207,23892.215568862277,0.15071999635977879,347130000,14529,True
경상남도,함안군,생활밀착형,생활밀착형,0,60.46907198491145,13.024344242254898,4.366595648073766,18161.46200054552,0.09616651239163872,2863100000,157647,False
경상남도,함양군,로컬미식형,생활밀착형,2,0.284279701690906,38.96477885254375,7.823229712766742,16200.729708714636,0.19855972975414632,270860000,16719,True
경상남도,합천군,로컬미식형,생활밀착형,2,15.220298079118152,32.68760395264651,6.27140201545837,22077.18338253294,0.16521215262338818,306630000,13889,True
경상북도,경산시,프리미엄외식형,생활밀착형,1,34.02192173717212,18.291612774075645,11.60119453880741,12744.200213990303,0.1654409516688888,11589410000,909387,False
경상북도,경주시,생활밀착형,생활밀착형,0,43.76839253249186,16.892063554946574,7.99414711614564,16432.05982205655,0.04999987050112488,11611370000,706629,False
경상북도,고령군,생활밀착형,생활밀착형,0,66.87676309856829,11.44730474605479,2.9142027548599554,21683.814496314495,0.09628663197418125,1694460000,78144,False
경상북도,구미시,생활밀착형,생활밀착형,0,30.943011330424458,22.879752253981,8.500918124546105,16632.777571818937,0.06472321255599166,6774680000,407309,False
경상북도,김천시,생활밀착형,생활밀착형,0,43.08661621138275,18.22567218968677,7.332684258363214,16052.950925720437,0.09503441873258517,3399710000,211781,False
경상북도,문경시,로컬미식형,생활밀착형,2,10.192236008307141,35.431066616965765,6.316630278502583,17885.10257338235,0.1200940192037316,938950000,52499,False
경상북도,봉화군,생활밀착형,생활밀착형,0,41.36358410301612,21.446364925458937,6.499827539953245,20584.56926475229,0.2066242714740009,260930000,12676,True
경상북도,상주시,생활밀착형,생활밀착형,0,24.672731651607798,27.82693816667573,6.8615645175074,19888.902623690472,0.122950222658801,1287170000,64718,False
경상북도,성주군,생활밀착형,생활밀착형,0,54.465858736853356,14.618241723041253,5.528649984365109,17103.927784082756,0.09083392994244444,1311170000,76659,False
경상북도,안동시,로컬미식형,생활밀착형,2,11.195063111022463,31.215313867549316,9.470680509797454,19089.84412180318,0.07758628400019764,2607310000,136581,False
경상북도,영덕군,로컬미식형,생활밀착형,2,10.407667655313809,34.78511853812927,6.941099189840158,23079.432167960673,0.06582103784978686,1004740000,43534,False
경상북도,영양군,로컬미식형,생활밀착형,2,39.00428895803549,23.286519216213943,3.7507358506433435,18862.6269035533,0.45223348600969693,118910000,6304,True
경상북도,영주시,생활밀착형,생활밀착형,0,35.877329655266365,22.562216375912065,6.497918316262675,17507.042883334077,0.08898777674993441,1174530000,67089,False
경상북도,영천시,생활밀착형,생활밀착형,0,50.242884755018764,17.00772799634565,5.587542483526448,19802.0129471247,0.06958218645492965,2933490000,148141,False
경상북도,예천군,로컬미식형,생활밀착형,2,10.068542160961101,33.63461755733815,7.097126501713554,18966.428571428572,0.09317560476708782,531060000,28000,False
경상북도,울릉군,로컬미식형,생활밀착형,2,7.093562620205908,38.11517139947958,8.213598823396312,20484.356894553883,0.5703279828266976,88390000,4315,True
경상북도,울진군,생활밀착형,생활밀착형,0,25.49362100526809,29.001020080209045,5.666335955731314,23537.363504802,0.0634027937280585,715630000,30404,False
경상북도,의성군,생활밀착형,생활밀착형,0,23.545262933219504,30.159280702222457,3.855286678583816,15920.907314586697,0.17749977496059519,374810000,23542,False
경상북도,청도군,로컬미식형,로컬미식형,2,-7.922108857040776,43.481281511771016,8.489816983603953,16932.64318365152,0.10882484176142052,503780000,29752,False
경상북도,청송군,로컬미식형,생활밀착형,2,11.460932240307315,38.671735772840684,4.094887331194804,23522.12389380531,0.23017219161570468,252510000,10735,True
경상북도,칠곡군,생활밀착형,생활밀착형,0,39.738695333784946,19.368242893893253,8.004803177356692,16771.24220019183,0.06876382900822031,4738530000,282539,False
경상북도,포항시 남구,로컬미식형,생활밀착형,2,27.550601426578574,25.57655357565867,7.9396204563998625,19372.81696963516,0.053888350113595565,3799300000,196115,False
경상북도,포항시 북구,로컬미식형,생활밀착형,2,6.764618161839728,30.89553410250373,12.756926457891844,19765.01030057832,0.07249879820188279,3185250000,161156,False
광주광역시,광산구,생활밀착형,생활밀착형,0,29.64451876321041,22.816697457028766,8.832181198987373,15387.212924325764,0.05919349308371184,17803190000,1157012,False
광주광역시,남구,로컬미식형,생활밀착형,2,8.58012577838899,30.552714124573143,10.532317629061914,16191.39354515887,0.04476086202261142,3235850000,199850,False
광주광역시,동구,프리미엄외식형,로컬미식형,1,-1.5040043031317225,30.614989242170694,15.612000956251494,16835.792661759748,0.05293095895846169,3346400000,198767,False
광주광역시,북구,로컬미식형,생활밀착형,2,5.18706714052302,31.698661054384058,11.325232850681983,14111.087998853322,0.053467819408277585,8072770000,572087,False
광주광역시,서구,로컬미식형,생활밀착형,2,2.6745838477993615,34.1266045516026,10.718617115308454,17994.698165318605,0.03139477770683483,7297210000,405520,False
대구광역시,군위군,생활밀착형,로컬미식형,0,-2.235387317879656,32.814383632418284,16.863569042124478,14895.592837719973,0.1123405220507697,290330000,19491,True
대구광역시,남구,프리미엄외식형,생활밀착형,1,1.31151427632323,31.271048079876284,13.200278036715932,12728.002194636856,0.053238794902584784,1855870000,145810,False
대구광역시,달서구,생활밀착형,생활밀착형,0,28.016367775461774,23.291741509536664,9.43700551676,14547.499772928937,0.0648826499737053,12492840000,858762,False
대구광역시,달성군,생활밀착형,생활밀착형,0,42.1338008072078,16.109677757523162,9.943565342480913,17330.888008284768,0.06770828941641371,8585150000,495367,False
대구광역시,동구,로컬미식형,생활밀착형,2,2.0469241295741156,34.90269406344994,10.720366868973874,15176.83103252835,0.04788220360515832,3829160000,252303,False
대구광역시,북구,프리미엄외식형,생활밀착형,1,20.018306249471934,26.14259160165601,9.936632213366378,14162.098129974453,0.06102795777487152,7101400000,501437,False
대구광역시,서구,생활밀착형,생활밀착형,0,34.32261171586884,23.355833985494538,7.104063989446767,16875.648744031554,0.06270257156313776,3820630000,226399,False
대구광역시,수성구,로컬미식형,로컬미식형,2,-13.267621265945117,36.242935826918796,15.904157527756489,18764.247108076135,0.06905679046634211,5297860000,282338,False
대구광역시,중구,프리미엄외식형,로컬미식형,1,-24.297857022164436,29.093660693951616,26.6548632691493,17591.661604869663,0.08558480892486477,4083570000,232131,False
대전광역시,대덕구,프리미엄외식형,생활밀착형,1,12.08691551492727,29.767838357456377,10.393223782058259,14993.717943836786,0.06626703152608635,2756700000,183857,False
대전광역시,동구,프리미엄외식형,생활밀착형,1,20.980674080299693,23.41059533649605,12.50593299020391,13647.428706848883,0.0727804111922572,4319070000,316475,False
대전광역시,서구,로컬미식형,생활밀착형,2,6.643237892863311,31.17988394584139,11.26942181781858,15486.704506460705,0.04168694299858831,5506050000,355534,False
대전광역시,유성구,프리미엄외식형,로컬미식형,1,-0.2673969131494047,30.267231171261095,15.449722198179417,14571.154099011708,0.06609848510410317,5430130000,372663,False
대전광역시,중구,로컬미식형,로컬미식형,2,-3.388988802504919,32.58833002729933,9.867319082316037,17130.587330577717,0.05965971387103428,3564190000,208060,False
부산광역시,강서구,생활밀착형,생활밀착형,0,35.583938196526816,18.595222748460984,10.919532176853592,15481.253841425938,0.03373620016080785,4281960000,276590,False
부산광역시,금정구,프리미엄외식형,생활밀착형,1,3.430805869830259,27.436971339410366,15.305651891017746,11488.277748950422,0.1258559037468508,3166020000,275587,False
부산광역시,기장군,로컬미식형,생활밀착형,2,13.099088427666473,26.907091723747236,13.482000309007569,22074.430290524833,0.08186689125513634,3883400000,175923,False
부산광역시,남구,프리미엄외식형,생활밀착형,1,6.792703638578658,25.667192779254762,16.378705042879176,11459.390688398322,0.11152866556032727,6665240000,581640,False
부산광역시,동구,로컬미식형,로컬미식형,2,-12.51300253301254,31.125483376608937,18.653771330109496,14066.065395247535,0.05199834049752157,2518740000,179065,False
부산광역시,동래구,로컬미식형,로컬미식형,2,-18.51542893499699,40.08624650949065,14.18861121911562,17060.65393846562,0.03811528060218501,2829100000,165826,False
부산광역시,부산진구,프리미엄외식형,로컬미식형,1,-20.26138279932546,36.44940978077572,18.284007869589658,16118.072354651953,0.07395630768133656,7116000000,441492,False
부산광역시,북구,로컬미식형,생활밀착형,2,46.15688471250062,17.99861405053097,6.287341037214616,20459.083435514436,0.03626871051582118,5873230000,287072,False
부산광역시,사상구,프리미엄외식형,생활밀착형,1,21.30563685989901,26.023436662807484,10.371259095522156,14738.594274530207,0.06019271702964593,4759210000,322908,False
부산광역시,사하구,로컬미식형,생활밀착형,2,14.987964834146403,27.558384498878002,10.483895188937087,14592.772080093166,0.05860898248411783,4661340000,319428,False
부산광역시,서구,프리미엄외식형,로컬미식형,1,-8.405271032458074,33.22519113405348,15.971968719311864,12163.74086141877,0.08283439012473165,1944970000,159899,False
부산광역시,수영구,프리미엄외식형,로컬미식형,1,-27.554157080133255,38.10887178021339,20.977287530399657,16394.23224656608,0.07204640979068372,4268140000,260344,False
부산광역시,연제구,로컬미식형,로컬미식형,2,-6.119716806018694,36.73719138590929,11.730620759892899,16864.252422208832,0.040242975995847766,2435080000,144393,False
부산광역시,영도구,로컬미식형,로컬미식형,2,-15.05345123399762,39.34961066385113,13.359377062161807,16424.750062863634,0.0867382476320245,1894250000,115329,False
부산광역시,중구,프리미엄외식형,로컬미식형,1,-23.724460835601263,40.39046271949338,17.467116264370816,18821.195724358568,0.034099472092824955,3259210000,173167,False
부산광역시,해운대구,프리미엄외식형,로컬미식형,1,-17.11576965532401,36.11061998352997,17.927006229621522,15687.527330426417,0.09517879807687103,6278070000,400195,False
서울특별시,강남구,프리미엄외식형,프리미엄외식형,1,-42.00746808307315,25.740283005546864,41.49122043824354,15764.046434345048,0.04173359088529111,14022340000,889514,False
서울특별시,강동구,로컬미식형,생활밀착형,2,10.298018212401416,27.151351886193236,12.92837923671334,15061.48565494962,0.04644742389321467,3133030000,208016,False
서울특별시,강북구,프리미엄외식형,생활밀착형,1,14.875770603343213,25.52150940999472,13.150968786843078,12931.082274192555,0.07223084791489108,2519130000,194812,False
서울특별시,강서구,로컬미식형,생활밀착형,2,3.2284945742419,28.39020524541011,15.470508099320071,14222.318404433936,0.04366923853400409,4896090000,344254,False
서울특별시,관악구,프리미엄외식형,생활밀착형,1,18.014874443628457,22.872804437177184,12.885909852594507,11873.042942066268,0.05272492391011528,7393890000,622746,False
서울특별시,광진구,프리미엄외식형,생활밀착형,1,5.5950289393355845,21.42613154639344,15.854509922932774,15031.492342216103,0.07578679089483593,7348130000,488849,False
서울특별시,구로구,로컬미식형,생활밀착형,2,20.560866739391237,24.458717356261612,5.86592338724686,17983.826743799866,0.037448345439472126,13970520000,776838,False
서울특별시,금천구,로컬미식형,생활밀착형,2,47.23941749100439,16.305324483348308,5.12086606185328,19408.012504344577,0.06721356738421384,9660280000,497747,False
서울특별시,노원구,프리미엄외식형,생활밀착형,1,20.997342202556823,22.100922062688387,13.089652407608131,13095.211475736556,0.05014106903432597,2693960000,205721,False
서울특별시,도봉구,로컬미식형,생활밀착형,2,15.28874985584131,26.91803136893092,11.181668780994118,13302.395152165993,0.07380474299868678,1387360000,104294,False
서울특별시,동대문구,프리미엄외식형,생활밀착형,1,10.602465760168755,23.57942334311028,15.532849977182915,11935.67415349428,0.1301763145164013,5281130000,442466,False
서울특별시,동작구,프리미엄외식형,생활밀착형,1,3.8012049055993486,27.689492183261926,14.510453364667157,11325.898705122707,0.08841333206318755,4885030000,431315,False
서울특별시,마포구,프리미엄외식형,프리미엄외식형,1,-31.788588226214948,29.376465993625047,30.982481741582887,16303.45143118584,0.06729851041817228,8552220000,524565,False
서울특별시,서대문구,프리미엄외식형,로컬미식형,1,-4.97024494207421,24.877919620107562,20.528602619139598,12498.189403330412,0.10823090634616363,4607620000,368663,False
서울특별시,서초구,프리미엄외식형,로컬미식형,1,-19.96127404416019,30.920421144769755,22.605945163648663,15045.044370950121,0.06212548347494767,6032130000,400938,False
서울특별시,성동구,프리미엄외식형,생활밀착형,1,4.292655286655624,20.680603550455515,23.564023644006223,16704.26924476123,0.07352679562814832,5188630000,310617,False
서울특별시,성북구,프리미엄외식형,생활밀착형,1,16.203523082665704,21.043596724498983,16.054847560139777,11018.866433828058,0.11711993544069614,4741870000,430341,False
서울특별시,송파구,로컬미식형,로컬미식형,2,-0.6068845900030766,27.408621803620232,18.025491571335284,14436.405625344476,0.0553754236409597,5788580000,400971,False
서울특별시,양천구,로컬미식형,생활밀착형,2,8.575774135486611,28.794056840632987,11.489649532442419,14494.801504434092,0.03394352162371331,2616790000,180533,False
서울특별시,영등포구,로컬미식형,생활밀착형,2,5.291288169707883,23.48678460764321,8.205052658527327,18692.05374850329,0.040772978081012136,18124320000,969627,False
서울특별시,용산구,프리미엄외식형,프리미엄외식형,1,-27.240873434449984,18.983822144626714,39.47213499463163,16677.173527204755,0.06902651182707731,7423110000,445106,False
서울특별시,은평구,로컬미식형,생활밀착형,2,15.805226857920474,25.262789443418566,12.373159223793383,15700.906801855102,0.0463922393161015,2799770000,178319,False
서울특별시,종로구,프리미엄외식형,로컬미식형,1,-41.48169815132047,34.06625549921168,31.984228378949137,16084.55137726168,0.06765532519680892,7623820000,473984,False
서울특별시,중구,프리미엄외식형,로컬미식형,1,-15.414452961982853,27.667895399851467,24.081040230602913,17342.01913922197,0.03419631439261124,10327710000,595531,False
서울특별시,중랑구,프리미엄외식형,생활밀착형,1,17.601464951677762,25.726009358760315,11.622616220283584,13235.092742437446,0.04385425540348021,3402160000,257056,False
세종특별자치시,세종특별자치시,로컬미식형,생활밀착형,2,6.661236786561922,29.518185719415325,11.999159244370878,15391.707864486973,0.06651146890423018,4567320000,296739,False
울산광역시,남구,로컬미식형,생활밀착형,2,11.158391520473486,27.570066343010772,12.348310477553627,16693.250503693755,0.05130584508414199,5170100000,309712,False
울산광역시,동구,생활밀착형,생활밀착형,0,31.994943652195506,20.81539251592806,10.330524878246981,15604.418828895865,0.04661822047956058,3544060000,227119,False
울산광역시,북구,생활밀착형,생활밀착형,0,19.69451368517965,28.755282836840536,8.469189369193778,17937.9985241927,0.07180058361874365,2041990000,113836,False
울산광역시,울주군,생활밀착형,생활밀착형,0,40.97430588762832,19.27855402524746,6.320622025576755,15947.35695370898,0.060087835069214814,5709090000,357996,False
울산광역시,중구,로컬미식형,생활밀착형,2,8.311552838225495,29.034800498391817,12.321868389788763,17371.017264810995,0.05181493237968335,1725550000,99335,False
인천광역시,강화군,로컬미식형,로컬미식형,2,-2.985518561894672,36.42760210436302,12.197683713494321,20535.990379659852,0.11786216478300306,1075860000,52389,False
